Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,City,CLTV,Contract,Country,Customer ID,Customer Status,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Lat Long,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
28,59,39.94,San Diego,3049,Month-to-Month,United States,7065-YUNRY,Churned,0,0,Female,1,1,"32.825086, -117.199424",32.825086,-117.199424,0,45.3,0,0,0,,0,0,1,0,Mailed Check,1,51213,0,Q3,0,1,0,California,0,1,0,1,45.3,0,39.94,0,85.24,1,1,92117,1
62,53,12.41,Dos Rios,5681,Month-to-Month,United States,9415-TPKRV,Stayed,1,0,Female,1,2,"39.756049, -123.358701",39.756049,-123.358701,1,55.75,1,3,1,Offer E,1,0,0,1,Bank Withdrawal,1,91,0,Q3,1,4,0,California,0,0,0,8,446.8,0,99.28,0,546.08,0,1,95429,0
54,27,36.88,Birds Landing,3367,Month-to-Month,United States,5939-XAIXZ,Stayed,0,1,Female,1,2,"38.140719, -121.838298",38.140719,-121.838298,0,56.1,1,0,0,Offer D,0,0,1,0,Credit Card,1,138,0,Q3,0,3,0,California,0,0,0,19,1033.9,0,700.72,0,1734.62,0,1,94512,0
70,14,25.19,Crestline,4998,Month-to-Month,United States,4424-TKOPW,Churned,0,0,Male,1,3,"34.248061, -117.29028",34.248061,-117.29028,0,93.85,1,0,0,,0,0,1,0,Bank Withdrawal,1,10484,0,Q3,0,1,1,California,1,0,1,2,196.75,0,50.38,0,247.13,0,1,92325,1
63,28,32.02,Salinas,4322,Two Year,United States,2252-NKNSI,Stayed,0,0,Male,1,2,"36.667794, -121.601306",36.667794,-121.601306,0,85.15,1,0,0,,1,1,1,0,Credit Card,1,58548,1,Q3,0,3,0,California,1,1,1,52,4461.85,0,1665.04,0,6126.89,0,1,93905,0
71,2,42.92,Napa,2487,Month-to-Month,United States,6861-XWTWQ,Churned,0,1,Male,1,3,"38.232389, -122.324944",38.232389,-122.324944,1,99.25,1,0,1,,0,0,1,1,Bank Withdrawal,1,26894,0,Q3,1,2,1,California,1,1,1,7,665.45,0,300.44,0,965.89,0,1,94559,1
79,26,22.83,Five Points,2394,Month-to-Month,United States,5937-EORGB,Stayed,0,1,Male,1,3,"36.397745, -120.119911",36.397745,-120.119911,1,96.5,1,0,9,,0,1,1,1,Bank Withdrawal,1,1852,0,Q3,1,4,1,California,0,0,1,15,1392.25,0,342.45,0,1734.7,0,1,93624,0
78,2,0,Los Angeles,2307,Month-to-Month,United States,1261-FWTTE,Stayed,0,0,Male,1,1,"34.057496, -118.413959",34.057496,-118.413959,0,34.65,0,0,0,,0,0,1,0,Bank Withdrawal,0,2527,0,Q3,0,4,1,California,1,1,0,23,768.45,0,0,0,768.45,0,1,90067,0
22,0,38.41,Grover Beach,3866,One Year,United States,4697-LUPSU,Joined,0,0,Male,0,,"35.120833, -120.61843",35.120833,-120.61843,1,20.2,0,0,6,,0,0,0,1,Credit Card,1,13106,0,Q3,1,3,0,California,0,0,0,2,34.75,0,76.82,0,111.57,1,0,93433,0
63,20,47.48,Annapolis,5915,Month-to-Month,United States,9408-HRXRK,Stayed,1,0,Female,1,3,"38.731055, -123.316553",38.731055,-123.316553,1,105.15,1,1,9,,1,1,1,1,Bank Withdrawal,1,747,0,Q3,1,4,0,California,1,1,1,45,4730.9,0,2136.6,0,6867.5,0,1,95412,0
61,3,43.03,Rowland Heights,5355,Month-to-Month,United States,4317-VTEOA,Churned,0,0,Male,1,2,"33.976753, -117.897367",33.976753,-117.897367,0,50.75,0,0,0,Offer E,1,0,1,0,Bank Withdrawal,1,46342,0,Q3,0,2,0,California,0,0,0,1,50.75,0,43.03,0,93.78,0,1,91748,1
42,0,21.73,Escondido,5169,Two Year,United States,2208-MPXIO,Stayed,1,0,Female,0,,"33.079834, -117.134275",33.079834,-117.134275,1,20,0,2,9,,0,0,1,1,Bank Withdrawal,1,17944,0,Q3,1,4,0,California,0,0,0,45,886.4,0,977.85,0,1864.25,0,0,92029,0
34,2,42.33,Alderpoint,5787,Month-to-Month,United States,5649-RXQTV,Stayed,0,1,Male,1,3,"40.166028, -123.584144",40.166028,-123.584144,0,99,0,0,0,Offer B,1,0,1,0,Bank Withdrawal,1,261,0,Q3,0,5,0,California,1,1,1,51,5038.15,0,2158.83,0,7196.98,0,1,95511,0
50,76,49.18,West Sacramento,5823,One Year,United States,5073-RZGBK,Stayed,1,1,Female,1,2,"38.627951, -121.593287",38.627951,-121.593287,1,80.05,1,3,6,Offer B,1,1,1,1,Bank Withdrawal,1,19050,1,Q3,1,3,0,California,1,1,0,50,4042.2,0,2459,0,6501.2,0,1,95691,0
30,0,15.06,Tahoe Vista,2265,Two Year,United States,1627-AFWVJ,Stayed,0,0,Female,0,,"39.24124, -120.054765",39.24124,-120.054765,0,19.4,0,0,0,,0,0,0,0,Credit Card,1,678,0,Q3,0,3,0,California,0,0,0,29,554.25,0,436.74,0,990.99,0,0,96148,0
67,27,27.11,Wrightwood,3866,Month-to-Month,United States,7000-WCEVQ,Churned,0,0,Female,1,2,"34.358321, -117.618263",34.358321,-117.618263,0,61.6,1,0,0,,0,0,1,0,Credit Card,1,4253,0,Q3,0,1,1,California,1,0,0,20,1174.35,0,542.2,0,1716.55,0,1,92397,1
37,2,8.38,Fallbrook,5035,Month-to-Month,United States,5923-GXUOC,Churned,0,1,Male,1,3,"33.362575, -117.299644",33.362575,-117.299644,0,104.4,0,0,0,,1,1,1,0,Bank Withdrawal,1,42239,0,Q3,0,1,0,California,1,1,1,10,1081.45,0,83.8,0,1165.25,0,1,92028,1
54,8,15.67,Arcadia,3056,Month-to-Month,United States,4482-EWFMI,Joined,0,0,Female,1,3,"34.137319, -118.029837",34.137319,-118.029837,0,69.7,0,0,0,,0,0,1,0,Bank Withdrawal,1,30028,0,Q3,0,5,0,California,0,0,0,2,135.2,0,31.34,0,166.54,0,1,91006,0
20,47,22.83,Kettleman City,3927,One Year,United States,9154-QDGTH,Stayed,1,1,Male,1,3,"35.996923, -120.000951",35.996923,-120.000951,1,104.3,1,2,0,,0,0,1,1,Credit Card,1,1809,1,Q3,0,5,0,California,1,1,1,43,4451.85,0,981.69,0,5433.54,1,1,93239,0
19,73,2.26,Playa Del Rey,4612,Month-to-Month,United States,5950-AAAGJ,Stayed,0,0,Male,1,3,"33.947305, -118.439841",33.947305,-118.439841,0,84.3,1,0,0,Offer D,0,0,0,0,Bank Withdrawal,1,11264,0,Q3,0,3,0,California,0,0,1,18,1537.9,0,40.68,0,1578.58,1,1,90293,0
68,7,16.37,Mendocino,2975,Month-to-Month,United States,1069-XAIEM,Churned,0,0,Female,1,3,"39.305545, -123.743697",39.305545,-123.743697,0,85.05,1,0,0,,0,0,1,0,Bank Withdrawal,1,2229,0,Q3,0,1,1,California,1,1,0,1,85.05,0,16.37,0,101.42,0,1,95460,1
57,8,6.18,Los Angeles,2712,Month-to-Month,United States,4829-AUOAX,Churned,0,0,Female,1,1,"34.043144, -118.251977",34.043144,-118.251977,0,96.05,1,0,0,,0,0,0,0,Bank Withdrawal,1,3524,0,Q3,0,2,0,California,1,1,1,46,4399.5,80,284.28,0,4763.78,0,0,90014,1
36,76,33.24,Long Barn,2704,One Year,United States,4644-PIZRT,Stayed,1,1,Male,1,2,"38.109125, -120.078597",38.109125,-120.078597,1,70.35,1,3,5,,0,1,1,1,Bank Withdrawal,1,683,0,Q3,1,3,0,California,0,0,1,17,1201.65,0,565.08,0,1766.73,0,1,95335,0
56,0,4.42,San Francisco,2411,Month-to-Month,United States,0380-ZCSBI,Stayed,0,0,Male,0,,"37.802071, -122.411004",37.802071,-122.411004,0,20,0,0,0,,0,0,0,0,Credit Card,1,26831,0,Q3,0,5,0,California,0,0,0,10,198.7,0,44.2,0,242.9,0,0,94133,0
52,26,10.11,San Francisco,4921,Two Year,United States,3227-WLKLI,Stayed,1,1,Female,1,1,"37.720498, -122.443119",37.720498,-122.443119,1,91.55,1,3,1,,1,1,0,1,Bank Withdrawal,1,73117,1,Q3,1,3,0,California,1,1,1,65,5963.95,0,657.15,0,6621.1,0,1,94112,0
61,0,49.2,Summerland,4266,Month-to-Month,United States,4667-OHGKG,Churned,0,0,Male,0,,"34.420998, -119.60137",34.420998,-119.60137,0,19.3,0,0,0,,0,0,1,0,Credit Card,1,576,0,Q3,0,3,0,California,0,0,0,1,19.3,0,49.2,0,68.5,0,0,93067,1
49,0,19.09,Santa Barbara,3829,Month-to-Month,United States,0487-VVUVK,Stayed,1,0,Male,0,,"34.406256, -119.726936",34.406256,-119.726936,1,19.15,0,2,5,,0,0,1,1,Credit Card,1,10986,0,Q3,1,4,0,California,0,0,0,25,477.6,0,477.25,0,954.85,0,0,93109,0
42,0,48.96,Honeydew,5687,Month-to-Month,United States,1725-MIMXW,Churned,0,0,Male,0,,"40.342928, -124.063329",40.342928,-124.063329,0,19.45,0,0,0,Offer E,0,0,1,0,Credit Card,1,82,0,Q3,0,2,0,California,0,0,0,1,19.45,0,48.96,0,68.41,0,0,95545,1
61,10,39.55,Valyermo,6452,One Year,United States,0112-QWPNC,Churned,0,1,Male,1,1,"34.39583, -117.734568",34.39583,-117.734568,1,84.35,1,0,1,Offer B,0,1,0,1,Bank Withdrawal,1,413,1,Q3,1,2,0,California,1,1,1,49,4059.35,0,1937.95,0,5997.3,0,1,93563,1
23,52,5.39,San Martin,3997,One Year,United States,9086-YJYXS,Stayed,1,1,Male,1,1,"37.084697, -121.606417",37.084697,-121.606417,1,77.2,1,1,0,Offer C,0,0,0,1,Bank Withdrawal,1,5671,0,Q3,0,5,0,California,1,1,1,34,2753.8,0,183.26,0,2937.06,1,1,95046,0
46,18,13.99,Rancho Cucamonga,5172,Month-to-Month,United States,3466-WAESX,Stayed,1,0,Male,1,2,"34.132275, -117.611478",34.132275,-117.611478,0,69.1,1,2,0,Offer D,1,1,1,0,Bank Withdrawal,1,39064,0,Q3,0,4,0,California,1,1,0,16,1083.7,0,223.84,0,1307.54,0,1,91701,0
41,17,45.92,Los Angeles,2935,Month-to-Month,United States,6954-OOYZZ,Stayed,0,0,Male,1,2,"34.048013, -118.293953",34.048013,-118.293953,1,44.35,0,0,10,Offer D,0,0,1,1,Bank Withdrawal,1,62784,0,Q3,1,3,0,California,0,0,0,18,768.05,0,826.56,0,1594.61,0,1,90006,0
27,52,36.69,Bell,2510,One Year,United States,1855-AGAWH,Stayed,0,1,Male,1,3,"33.970343, -118.171368",33.970343,-118.171368,1,93.8,0,0,2,,0,0,1,1,Bank Withdrawal,1,105285,0,Q3,1,4,0,California,1,1,1,31,2939.8,0,1137.39,0,4077.19,1,1,90201,0
75,58,0,Julian,5444,One Year,United States,5697-GOMBF,Stayed,1,0,Female,1,2,"32.980678, -116.262854",32.980678,-116.262854,1,35.9,0,3,3,,0,0,1,1,Bank Withdrawal,0,3577,0,Q3,1,5,1,California,0,0,1,28,973.65,40,0,0,1013.65,0,0,92036,0
35,0,32.57,Georgetown,3032,Two Year,United States,1839-FBNFR,Stayed,1,0,Female,0,,"38.9386, -120.785514",38.9386,-120.785514,1,19.85,0,1,3,,0,0,1,1,Bank Withdrawal,1,2723,0,Q3,1,5,0,California,0,0,0,39,854.8,0,1270.23,0,2125.03,0,0,95634,0
58,6,43.12,Caspar,6479,Two Year,United States,5914-XRFQB,Stayed,0,1,Male,1,3,"39.361283, -123.784599",39.361283,-123.784599,1,115.8,1,0,0,,1,1,1,1,Bank Withdrawal,1,333,1,Q3,0,3,0,California,1,1,1,72,8424.9,0,3104.64,0,11529.54,0,1,95420,0
60,26,23.66,Los Angeles,5915,Two Year,United States,6234-RAAPL,Stayed,0,0,Female,1,3,"34.088017, -118.327168",34.088017,-118.327168,1,99.9,1,0,7,,1,1,0,1,Bank Withdrawal,1,32562,1,Q3,1,4,0,California,0,0,1,72,7251.7,0,1703.52,0,8955.22,0,1,90038,0
47,14,17.3,San Diego,6486,Two Year,United States,3520-FJGCV,Stayed,1,1,Male,1,3,"32.807867, -117.060993",32.807867,-117.060993,1,112.6,1,1,2,,1,1,1,1,Credit Card,1,25569,1,Q3,1,3,0,California,1,1,1,72,8126.65,0,1245.6,0,9372.25,0,1,92120,0
34,9,42.09,San Bernardino,6274,Two Year,United States,1725-IQNIY,Churned,0,1,Male,1,3,"34.105935, -117.2914",34.105935,-117.2914,1,109.75,0,0,1,,1,1,0,1,Bank Withdrawal,1,1779,1,Q3,1,2,0,California,1,1,1,54,6110.2,0,2272.86,0,8383.06,0,1,92401,1
61,0,7.11,Ravendale,5945,Two Year,United States,3389-KTRXV,Stayed,1,0,Female,0,,"40.845738, -120.322219",40.845738,-120.322219,1,23.85,1,3,0,,0,0,0,1,Credit Card,1,61,0,Q3,0,5,0,California,0,0,0,23,625.65,0,163.53,0,789.18,0,0,96123,0
57,16,1.21,Los Angeles,3769,Month-to-Month,United States,5519-YLDGW,Churned,0,1,Female,1,3,"34.052917, -118.255178",34.052917,-118.255178,1,103.9,1,0,1,Offer D,0,1,1,1,Bank Withdrawal,1,21,0,Q3,1,1,0,California,1,1,1,21,2254.2,0,25.41,0,2279.61,0,1,90071,1
50,0,45.54,June Lake,4601,Two Year,United States,5730-DBDSI,Stayed,0,0,Male,0,,"37.730269, -119.055813",37.730269,-119.055813,0,19.7,0,0,0,Offer A,0,0,0,0,Bank Withdrawal,1,618,0,Q3,0,3,0,California,0,0,0,66,1253.8,0,3005.64,0,4259.44,0,0,93529,0
39,0,29.56,Helm,3970,Two Year,United States,8859-AXJZP,Stayed,0,0,Male,0,,"36.520537, -120.118055",36.520537,-120.118055,1,23.8,1,0,7,,0,0,1,1,Credit Card,1,152,0,Q3,1,5,0,California,0,0,0,39,903.8,0,1152.84,0,2056.64,0,0,93627,0
76,21,12.91,San Diego,3543,Month-to-Month,United States,8058-JMEQO,Churned,0,0,Female,1,3,"32.898613, -117.202937",32.898613,-117.202937,0,84.45,1,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,4258,0,Q3,0,3,1,California,1,0,0,9,762.5,0,116.19,0,878.69,0,1,92121,1
35,19,19.53,Somerset,4603,Two Year,United States,1830-GGFNM,Stayed,1,1,Male,1,3,"38.606703, -120.586659",38.606703,-120.586659,1,94.55,1,2,6,Offer B,1,1,0,1,Credit Card,1,2958,1,Q3,1,4,0,California,0,0,0,65,6078.75,0,1269.45,0,7348.2,0,1,95684,0
73,17,43.99,Lake Elsinore,4583,Two Year,United States,4513-CXYIX,Stayed,0,0,Female,1,3,"33.705836, -117.318204",33.705836,-117.318204,1,80.7,1,0,4,Offer A,0,1,1,1,Credit Card,1,4546,0,Q3,1,3,1,California,0,0,0,71,5676,0,3123.29,0,8799.29,0,1,92532,0
47,5,16.57,Chino Hills,5319,One Year,United States,0670-ANMUU,Stayed,0,0,Male,1,3,"33.942895, -117.725644",33.942895,-117.725644,0,97.65,1,0,0,,0,1,0,0,Credit Card,1,66754,1,Q3,0,3,0,California,1,1,0,71,6687.85,0,1176.47,0,7864.32,0,1,91709,0
21,0,15.73,Wallace,5421,Month-to-Month,United States,7434-SHXLS,Churned,0,0,Female,0,,"38.192608, -120.957842",38.192608,-120.957842,0,20.9,0,0,0,Offer E,0,0,0,0,Mailed Check,1,304,0,Q3,0,3,0,California,0,0,0,1,20.9,0,15.73,0,36.63,1,0,95254,1
60,23,15.51,Eureka,3506,Month-to-Month,United States,4626-GYCZP,Churned,0,0,Male,1,3,"40.737431, -124.108897",40.737431,-124.108897,0,93.85,1,0,0,,0,0,1,0,Bank Withdrawal,1,23570,0,Q3,0,1,0,California,1,1,1,7,635.6,0,108.57,0,744.17,0,1,95503,1
59,18,6.74,Rancho Palos Verdes,2655,One Year,United States,8080-POTJR,Stayed,0,1,Female,1,2,"33.753146, -118.367459",33.753146,-118.367459,0,79.3,1,0,0,Offer C,0,1,1,0,Credit Card,1,41263,0,Q3,0,3,0,California,1,1,1,30,2427.1,0,202.2,0,2629.3,0,1,90275,0
79,13,14.23,Dillon Beach,5425,Two Year,United States,9508-ILZDG,Stayed,0,0,Female,1,3,"38.24458, -122.956268",38.24458,-122.956268,0,96.35,1,0,0,,1,0,1,0,Bank Withdrawal,1,330,1,Q3,0,4,1,California,0,0,1,34,3190.25,0,483.82,0,3674.07,0,1,94929,0
23,27,28.76,Cottonwood,2726,Month-to-Month,United States,1353-LJWEM,Stayed,0,1,Male,1,2,"40.336392, -122.448533",40.336392,-122.448533,0,60.9,0,0,0,Offer D,1,0,1,0,Bank Withdrawal,1,12348,1,Q3,0,3,0,California,0,0,0,11,688.5,0,316.36,49.24,955.62,1,1,96022,0
35,53,24.38,Coleville,4447,Month-to-Month,United States,0089-IIQKO,Stayed,1,0,Female,1,3,"38.42528, -119.475741",38.42528,-119.475741,1,99.95,1,3,1,,0,0,1,1,Credit Card,1,1332,1,Q3,1,3,0,California,1,1,1,39,3767.4,0,950.82,0,4718.22,0,1,96107,0
24,52,0,Planada,2323,Month-to-Month,United States,3055-MJDSB,Stayed,0,0,Male,1,2,"37.329725, -120.306399",37.329725,-120.306399,0,24.6,0,0,0,Offer E,0,0,1,0,Mailed Check,0,4150,0,Q3,0,5,0,California,0,0,0,9,190.1,0,0,0,190.1,1,1,95365,0
33,21,28.72,Hyampom,5841,Month-to-Month,United States,7869-ZYDST,Stayed,0,0,Male,1,1,"40.648024, -123.465088",40.648024,-123.465088,1,59.05,1,0,0,,0,0,1,1,Credit Card,1,268,0,Q3,0,5,0,California,0,0,1,31,1882.8,0,890.32,0,2773.12,0,1,96046,0
29,0,6.38,Washington,4602,One Year,United States,3985-HOYPM,Stayed,0,0,Male,0,,"39.34128, -120.786867",39.34128,-120.786867,0,19.4,0,0,0,,0,0,0,0,Credit Card,1,145,0,Q3,0,4,0,California,0,0,0,26,525.55,0,165.88,4.25,687.18,1,0,95986,0
48,76,33.54,Glendale,5142,Month-to-Month,United States,1918-ZBFQJ,Churned,1,1,Female,1,3,"34.162515, -118.203869",34.162515,-118.203869,0,79.25,0,3,0,,1,0,1,0,Bank Withdrawal,1,31297,0,Q3,0,1,0,California,0,0,0,13,1111.65,0,436.02,48.25,1499.42,0,1,91206,1
56,58,12.6,Los Angeles,2454,Month-to-Month,United States,6047-YHPVI,Churned,1,0,Male,1,3,"34.110845, -118.259595",34.110845,-118.259595,0,69.7,0,3,0,,0,0,1,0,Bank Withdrawal,1,29310,0,Q3,0,1,0,California,0,0,0,5,316.9,0,63,0,379.9,0,1,90039,1
23,85,4.29,Courtland,3963,Month-to-Month,United States,9272-LSVYH,Stayed,0,0,Male,1,3,"38.311609, -121.554034",38.311609,-121.554034,0,70.15,0,0,0,,0,0,0,0,Credit Card,1,699,0,Q3,0,3,0,California,0,0,0,10,735.5,0,42.9,0,778.4,1,1,95615,0
40,25,17.87,Ludlow,5898,Month-to-Month,United States,0925-VYDLG,Churned,0,0,Female,1,3,"34.702766, -116.093376",34.702766,-116.093376,0,75.25,1,0,0,,0,0,0,0,Bank Withdrawal,1,23,0,Q3,0,3,0,California,0,0,0,3,242,0,53.61,0,295.61,0,1,92338,1
56,0,29.5,Covina,6444,Two Year,United States,4534-WGCIR,Stayed,1,0,Female,0,,"34.084747, -117.886844",34.084747,-117.886844,1,25.15,1,2,1,,0,0,0,1,Credit Card,1,17554,0,Q3,1,4,0,California,0,0,0,58,1509.9,0,1711,0,3220.9,0,0,91723,0
35,0,12.51,Vallejo,2635,Two Year,United States,2729-VNVAP,Stayed,1,0,Female,0,,"38.104705, -122.247387",38.104705,-122.247387,1,19.8,0,1,0,,0,0,0,1,Credit Card,1,37218,0,Q3,0,4,0,California,0,0,0,33,641.35,0,412.83,0,1054.18,0,0,94590,0
29,59,5.25,Corte Madera,3280,Month-to-Month,United States,3524-WQDSG,Stayed,1,1,Female,1,3,"37.924014, -122.511694",37.924014,-122.511694,1,99.3,1,2,8,,0,0,1,1,Bank Withdrawal,1,9038,0,Q3,1,3,0,California,1,1,1,43,4209.95,0,225.75,0,4435.7,1,1,94925,0
79,7,35.38,Lakewood,5573,One Year,United States,7789-HKSBS,Stayed,0,1,Female,1,3,"33.847755, -118.112532",33.847755,-118.112532,1,105.2,1,0,2,,0,1,1,1,Bank Withdrawal,1,27563,0,Q3,1,3,1,California,1,1,1,42,4599.15,0,1485.96,40.46,6044.65,0,1,90713,0
79,8,44.66,Big Pine,5725,Month-to-Month,United States,5287-QWLKY,Churned,0,0,Male,1,3,"37.245505, -118.062943",37.245505,-118.062943,1,105.1,1,0,1,,1,1,1,1,Credit Card,1,1826,0,Q3,1,1,1,California,1,1,1,71,7548.1,0,3170.86,0,10718.96,0,1,93513,1
51,26,1.57,Leggett,2980,Month-to-Month,United States,9717-QEBGU,Joined,0,0,Male,1,3,"39.873371, -123.741474",39.873371,-123.741474,0,70.3,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,321,0,Q3,0,4,0,California,0,0,0,2,144,0,3.14,0,147.14,0,1,95585,0
44,29,10.55,Llano,2842,Two Year,United States,6064-ZATLR,Stayed,0,0,Female,1,2,"34.500091, -117.765862",34.500091,-117.765862,0,52.85,0,0,0,,1,1,0,0,Bank Withdrawal,1,1220,0,Q3,0,3,0,California,0,0,0,27,1498.65,0,284.85,0,1783.5,0,1,93544,0
20,46,34.51,Monterey Park,5294,One Year,United States,5297-MDOIR,Stayed,0,1,Female,1,3,"34.050322, -118.147037",34.050322,-118.147037,1,81.15,0,0,7,Offer B,0,1,1,1,Credit Card,1,33280,0,Q3,1,4,0,California,0,1,0,63,5224.5,0,2174.13,0,7398.63,1,1,91754,0
27,58,46.21,Escondido,2072,Month-to-Month,United States,6502-MJQAE,Churned,0,0,Male,1,3,"33.141265, -116.967221",33.141265,-116.967221,0,69.6,0,0,0,,0,0,1,0,Bank Withdrawal,1,48690,0,Q3,0,1,0,California,0,1,0,1,69.6,0,46.21,0,115.81,1,1,92027,1
77,12,48.73,Hemet,2666,Month-to-Month,United States,5609-CEBID,Churned,0,1,Female,1,3,"33.644585, -116.871544",33.644585,-116.871544,0,94.1,1,0,0,,1,0,1,0,Bank Withdrawal,1,39264,0,Q3,0,1,1,California,1,0,0,20,1782.4,80,974.6,0,2837,0,0,92544,1
39,17,11.15,Concord,3729,Month-to-Month,United States,5382-SOYZL,Stayed,0,0,Male,1,3,"37.990118, -122.012188",37.990118,-122.012188,0,95.1,1,0,0,,0,0,1,0,Bank Withdrawal,1,18650,0,Q3,0,4,0,California,1,1,1,22,2162.6,0,245.3,0,2407.9,0,1,94519,0
37,17,0,Flournoy,5996,Month-to-Month,United States,8259-NFJTV,Stayed,1,0,Female,1,1,"39.84784, -122.544556",39.84784,-122.544556,1,34.65,0,1,8,,0,1,0,1,Credit Card,0,84,1,Q3,1,3,0,California,0,0,0,7,246.6,0,0,0,246.6,0,1,96029,0
59,17,0,Los Angeles,2954,One Year,United States,2073-QBVBI,Stayed,0,0,Female,1,1,"34.102084, -118.451629",34.102084,-118.451629,1,35.45,0,0,10,,1,0,0,1,Credit Card,0,10470,1,Q3,1,4,0,California,0,0,0,41,1391.65,0,0,0,1391.65,0,1,90077,0
19,51,42.19,Sugarloaf,5101,One Year,United States,7879-CGSFV,Stayed,0,0,Male,1,3,"34.243088, -116.830015",34.243088,-116.830015,0,100.9,0,0,0,Offer B,1,1,1,0,Credit Card,1,1834,0,Q3,0,4,0,California,1,1,1,55,5552.05,0,2320.45,0,7872.5,1,1,92386,0
44,23,37.6,Van Nuys,6251,One Year,United States,7964-ZRKKG,Stayed,0,0,Male,1,3,"34.17847, -118.459472",34.17847,-118.459472,1,88.4,1,0,1,,1,0,1,1,Bank Withdrawal,1,23646,0,Q3,1,5,0,California,0,0,1,67,5798.3,0,2519.2,0,8317.5,0,1,91411,0
74,23,39.86,Somis,5157,Two Year,United States,2754-SDJRD,Stayed,0,0,Female,1,3,"34.297628, -119.014627",34.297628,-119.014627,0,100.15,1,0,0,Offer E,0,0,1,0,Credit Card,1,2966,1,Q3,0,4,1,California,1,1,1,8,908.55,0,318.88,0,1227.43,0,1,93066,0
46,16,5.17,Campbell,5331,Month-to-Month,United States,1110-KYLGQ,Stayed,0,1,Female,1,3,"37.279689, -121.954567",37.279689,-121.954567,0,108.25,1,0,0,,1,1,0,0,Credit Card,1,44976,0,Q3,0,3,0,California,1,1,1,63,6780.1,0,325.71,0,7105.81,0,1,95008,0
21,51,0,San Geronimo,5254,Two Year,United States,7274-CGTOD,Stayed,0,1,Male,1,2,"38.00474, -122.663717",38.00474,-122.663717,0,43.7,0,0,0,,1,1,1,0,Bank Withdrawal,0,548,1,Q3,0,4,0,California,0,0,0,62,2618.3,0,0,0,2618.3,1,1,94963,0
45,16,20.3,Woodbridge,4014,Month-to-Month,United States,1845-ZLLIG,Joined,0,0,Male,1,2,"38.169605, -121.310964",38.169605,-121.310964,0,50.15,0,0,0,Offer E,1,0,1,0,Credit Card,1,4176,0,Q3,0,3,0,California,0,0,0,1,50.15,0,20.3,0,70.45,0,1,95258,0
39,10,49.45,Cobb,4538,Month-to-Month,United States,7742-MYPGI,Stayed,1,0,Female,1,2,"38.838088, -122.73203",38.838088,-122.73203,1,48.8,0,2,3,,0,0,1,1,Credit Card,1,1591,1,Q3,1,4,0,California,0,0,0,6,297.35,0,296.7,0,594.05,0,1,95426,0
31,0,36.52,Blairsden Graeagle,4136,Month-to-Month,United States,3374-PZLXD,Stayed,0,0,Male,0,,"39.783747, -120.661032",39.783747,-120.661032,0,19.7,0,0,0,Offer C,0,0,0,0,Credit Card,1,1839,0,Q3,0,3,0,California,0,0,0,34,675.6,0,1241.68,0,1917.28,0,0,96103,0
79,2,27.65,Redondo Beach,4182,One Year,United States,2424-WVHPL,Joined,0,0,Male,1,3,"33.873395, -118.37019",33.873395,-118.37019,0,74.7,0,0,0,,0,0,0,0,Bank Withdrawal,1,37322,1,Q3,0,5,1,California,0,0,0,1,74.7,0,27.65,0,102.35,0,1,90278,0
53,0,48.04,Bell,5451,Two Year,United States,6928-ONTRW,Stayed,1,0,Female,0,,"33.970343, -118.171368",33.970343,-118.171368,1,19.7,0,1,9,,0,0,0,1,Credit Card,1,105285,0,Q3,1,3,0,California,0,0,0,72,1379.8,0,3458.88,0,4838.68,0,0,90201,0
69,20,17.45,Soulsbyville,5005,Month-to-Month,United States,4550-VBOFE,Churned,0,1,Male,1,3,"37.990574, -120.261821",37.990574,-120.261821,1,102.95,1,0,1,,1,0,1,1,Bank Withdrawal,1,1519,0,Q3,1,1,1,California,1,0,1,70,7101.5,0,1221.5,15.24,8307.76,0,1,95372,1
76,30,49.9,Napa,5254,Month-to-Month,United States,2931-FSOHN,Stayed,0,0,Male,1,2,"38.232389, -122.324944",38.232389,-122.324944,0,59.9,0,0,0,,1,0,1,0,Bank Withdrawal,1,26894,0,Q3,0,5,1,California,0,0,1,13,788.35,0,648.7,0,1437.05,0,1,94559,0
55,0,1.48,Mira Loma,5370,Month-to-Month,United States,3976-NLDEZ,Joined,0,0,Male,0,,"33.999992, -117.535395",33.999992,-117.535395,0,20.6,0,0,0,Offer E,0,0,0,0,Credit Card,1,18980,0,Q3,0,3,0,California,0,0,0,1,20.6,0,1.48,0,22.08,0,0,91752,0
